rating,tips,cat_name,cat_parent
,"Sweet French pastries and bread, decent coffee",Bakery,
,,Bakery,
,The cupcakes are so yummy,Bakery,
,"Be aware, staff here charges extra to 'thank you' or greet you.",Bakery,
,The food is not that tasty and artificial colours,Bakery,
,,Bakery,
,"going to get myself a sausage boat, a Belgium bun and a can of coke this morning",Bakery,
,Table service -what service?!,Bakery,
,,Bakery,
,,Bakery,
,,Bakery,
,The Low GI loaf is an institution.,Bakery,
8.8,Amazingly understated place. Service is great. Everyone is so friendly. Products are always so fresh and tasty. Regular spot for a weekend breakfast,Bakery,
8.3,Good desserts and nice shop inside,Bakery,
,,Bakery,
,"Breadwise, the wholegrain Granier is the one to go for",Bakery,
,,Bakery,
7.9,"Stop by when you have a craving for cakes. This is about the best place you buy cakes in Cutty Sark. Try carrot cake, strawberry and chocolate sandwich, chocolate and caramel cake (not the round bomb)",Bakery,
7.0,"Flavourless tart, cheesecake tasting like they're made 5 days ago, poor sandwich quality and selection, very bitter coffee. Nothing about this place looks like what was shown at BBC program. :-(",Bakery,
6.6,"Just re-opened.great refurbishment, fresh croissant almond or plain perfect start to breakfast, then off to camden lock, via the grand union canal to Hi sushi for great ramen! Over looking the lock.",Bakery,
7.6,The best 'Black Forest' I have ever tried,Bakery,
7.9,"Lovely coffee and cakes. Like most cafes in the area, irritating local mums bring screaming babies and toddlers. There's a market for a child free cafe here. Please, someone start it!",Bakery,
7.6,It's all about the bakery at the back!,Grocery Store,
6.0,"This small tesco store has a good selection of veg, bakery and sundries. Don't expect  to be able to get everything. I wanted powdered mash potatoes but they don't do it.",Grocery Store,
6.5,"Good variety of snacks, salads and offers. Fits the budget meal category. A good place to go for pre-cooked food, fruits, bread etc. vegetable selection isn't so expansive though.",Grocery Store,
,Love this place for its quick healthy snacks.,Grocery Store,
5.1,Not enough choice and what there is is too expensive. Comparable to convenience store,Grocery Store,
6.2,E prepared for queues and miserable staff,Grocery Store,
6.5,Sign up for a co-op membership and earn back 5% on all co-op own brand products which you can spend whenever you'd like no matter how much you've earned,Grocery Store,
6.7,Lithuanian food...,Grocery Store,
6.3,,Grocery Store,
6.6,,Grocery Store,
6.4,,Grocery Store,
6.2,,Grocery Store,
6.1,,Grocery Store,
6.3,,Grocery Store,
5.6,,Grocery Store,
6.2,,Grocery Store,
6.4,,Grocery Store,
6.2,,Grocery Store,
6.5,,Grocery Store,
6.0,"This small tesco store has a good selection of veg, bakery and sundries. Don't expect  to be able to get everything. I wanted powdered mash potatoes but they don't do it.",Grocery Store,
6.2,Ethically and morally better than tesco and staff are far more helpful and polite.,Grocery Store,
6.0,We're only tight on the carrier bags because we want you to bring your own and we're dedicated to helping the environment. We're a good store and always smiling!,Grocery Store,
6.1,Good variety of stuff for such a small shop,Grocery Store,
6.1,,Grocery Store,
6.1,,Grocery Store,
6.0,,Grocery Store,
,,Grocery Store,
6.0,Look for reduced,Grocery Store,
5.5,"Strategically placed, could have been better if bigger!",Grocery Store,
,,Grocery Store,
5.6,Go in before 9 on Saturday morning and pickup some seriously discounted 'use by date' bargains for the weekend...,Grocery Store,
5.6,,Grocery Store,
5.9,,Grocery Store,
,A good selection of items and well priced,Grocery Store,
5.6,,Grocery Store,
5.8,,Grocery Store,
5.6,,Grocery Store,
5.7,,Grocery Store,
,,Grocery Store,
5.6,,Grocery Store,
5.8,,Grocery Store,
5.6,,Grocery Store,
,Cheap food.,Grocery Store,
5.6,,Grocery Store,
5.7,,Grocery Store,
,,Grocery Store,
,,Grocery Store,
,,Grocery Store,
,,Grocery Store,
5.5,,Grocery Store,
,Bütün türk markalarının adresi,Grocery Store,
,,Grocery Store,
,,Grocery Store,
,,Grocery Store,
5.6,,Grocery Store,
,,Grocery Store,
6.7,Conveniently located and good section of fresh produce. Branded items are more expensive though; there's a Sainsbury's about 5-10 minute walk away down Mercers Road which is often cheaper.,Grocery Store,
9.4,"Love, love, love this place. Always my first port of call when in London. Just wish we had one in Cheshire :-(",Grocery Store,
5.4,No port here.,Grocery Store,
7.1,"Fantastic fruit, and veg! Much cheaper than Sainsbury's just up the road!",Grocery Store,
6.5,Great drinks promotions! And much better selection of food in general than Tesco across the road!,Grocery Store,
6.5,"Essentially a grocery store as it should be. A selection of flours ranging from polenta, almond and rice flour. A corner shop catering for gluten-free. Up my street!",Grocery Store,
7.5,Not impressed to be honest!  Waitress constantly hassled us and even interrupted me to tell me off for trying my girlfriends food because it was unlimited!  It's very expensive for what it is...,BBQ Joint,
7.4,Best Turkish restaurant in London. Must be visited by all meat&kebab  lovers....,BBQ Joint,
6.2,This place is a proper hole in the wall in terms of decor but it's the real deal when it comes to shish. Go.,BBQ Joint,
,Take a seat by the river and enjoy one of the most ambitious pub barbecues in London. A Grelha is the Portuguese-themed outdoor grill next to the famous Gun gastropub.,BBQ Joint,
,"I genuinely love this place, due to two good reasons; 1. The staff are really friendly and attentive, 2. And the quality of food their food is outstanding. Would recommended this place for sure",BBQ Joint,
,,BBQ Joint,
,,BBQ Joint,
7.4,"Is this an Italian restaurant. I see it does pizza,",BBQ Joint,
8.1,"Game day special, half ribs, pulled port, wings, coleslaw, fries and half pint of beer",BBQ Joint,
7.5,Burger & Lobster or Smack Deli has better lobster roll. Seems like the big easy at kings road is better... But the peanut butter and chocolate shake is yum!,BBQ Joint,
6.9,Belgian beers ♥️ Burger was nice as well. Not too crowded managed to get a table on weekday.,Belgian Restaurant,
6.7,Cute French waitress!,Belgian Restaurant,
5.8,"Expensive, but good selection of non-standard Belgian beers. Shame the bar staff insist on pouring the bottles and don't know how.",Belgian Restaurant,
,"Tuesday night is steak night! £9.95 with Belgian chips, Salad and peppercorn sauce!",Belgian Restaurant,
7.5,"Amazing healthy food! Very good for a lunch to load yourself with energy. Quite big portion of base (e.g rice + spinach), vegetables and meet/falafel/etc. for £6.25",Bistro,
7.9,Your standard wick's place with cashew milk,Bistro,
6.6,"Foods good, service average but I think you could get better at an independent.",Bistro,
5.0,These guys couldn't poach an egg to save their lives. Massively overdone. Avoid.,Bistro,
6.5,Best coffee in London,Bistro,
,,Bistro,
6.5,Not bad at all for the area. Cute inside.,Bistro,
8.7,Always dependably good. Nice French style menu. Everything always cooked well. Bistro style. Friendly and efficient staff.,French Restaurant,
8.5,I love a good French bistro steak and pomme frites experience. This was truly delicious. They know how to cook their steak.,French Restaurant,
6.6,One of the best French bistros in London.,French Restaurant,
8.7,Never thought that Cote would be such a great place for breakfast!!! Will be back there on weekends!,French Restaurant,
8.5,"Yes it is French, no they don't serve butter with bread and no they don't cater for vegetarians. But the steak is cooked to perfection, their secret sauces on their steaks and salad are sublime.",French Restaurant,
8.0,"If you are looking for something different the place is ideal! Value for money, reasonable prices and the flavours... Omg I just had the salted caramel caneles and they were soo delicious!!!",French Restaurant,
7.9,I'm in love with this place! They make the best scones! That coffee and my favorite hazelnut spread.. omg they make my day when I have the breakfast here;) not to mention croissants.. ;),French Restaurant,
7.7,Not easy to find but it worth every bite!!! Amazing amazing amazing scallops with edamame! The Big cousine and spectacular view. Superb service!,French Restaurant,
7.8,The food i had was good along with the service,French Restaurant,
7.9,"Good service, delicious French food",French Restaurant,
6.6,A superb French bistro with all time Gallic favourites and many imaginative twists and great service,French Restaurant,
6.4,This is the Cafe of my choice in my borough,French Restaurant,
6.3,Great place for a glass or bottle of French wine and some cheese,French Restaurant,
6.2,Possibly London's best modern European restaurant.,French Restaurant,
6.1,The chicken and the dessert were delicious! Mmmm! :),French Restaurant,
5.8,Breakfast in the garden is the best way to spend a Sunday morning.,French Restaurant,
5.9,Always a lovely atmosphere. We mostly come here at weekends with our little'ns. Children are always welcome and well looked after. They love the moules. We love the wine and specials.,French Restaurant,
,,French Restaurant,
,A great restaurant in a building with history back to 1600's as a coaching inn.,French Restaurant,
5.1,Great food however totally let down by the slow disorganised service staff,French Restaurant,
,"Slow service, so not for those in a hurry or with things to do",French Restaurant,
6.2,Possibly London's best modern European restaurant.,French Restaurant,
8.7,Always dependably good. Nice French style menu. Everything always cooked well. Bistro style. Friendly and efficient staff.,French Restaurant,
8.8,Eat in style in what used to be the ballroom of the Regent Palace Hotel.,French Restaurant,
,A great restaurant in a building with history back to 1600's as a coaching inn.,French Restaurant,
8.3,"When a restaurant has a court yard in Mayfair they think they can get away with average food, indifferent service and over priced dishes. Waitress would do well as a prison warden",French Restaurant,
8.0,"You can sip Port in the old arched cellars. The last Vintage Port to be bottled here was Sandeman 1955, and if you are lucky there will be some on the menu!",French Restaurant,
8.3,"Big portions, lovely grub. Mind the apple tarte - the fruit's cooked in port.",French Restaurant,
6.6,"Lovely local French restaurant. Service was good and food was excellent. Lunch set menu of 2x courses for £19 is good value, especially compared to some of the other places on Wanstead high street...",French Restaurant,
7.5,"Truffle mac&cheese delicious! The fish platter tho, calamari not prepared well (squishy/rubbery), warm smoked salmon so salty had to leave it behind. Tries to be bistro chic but food not up to par",English Restaurant,
8.4,Salt beef bagels,English Restaurant,
7.0,"Dirty plates and dirty cutlery, eww. Cookie dough, caramel and chocolate fudge cake is DIVINE!! Mmm",English Restaurant,
6.4,The best steak pie you will ever have! Pie & a pint £5.50.,English Restaurant,
7.5,"Great lattes & service. Eggs Royale are delicious, also try their French Toast!",English Restaurant,
7.5,Thi's place is very good and the food amazing!! Not expensive .,English Restaurant,
7.2,"There's a beer garden out the front. But don't stop - there is a well stocked bar and dining area, overlooking the gardens beyond. A not so little piece of rural idyll right there on Wanstead High St.",English Restaurant,
,Awesome Place great food,English Restaurant,
6.6,The hidden gem of Greenwich.,English Restaurant,
6.9,"Glorious on a sunny day. Sitting outside in the shade of the trees, drinking beer and watching the goings on of the river. Felt a million miles away from London.",English Restaurant,
6.2,,English Restaurant,
6.2,The bar staff are slow.,English Restaurant,
7.0,Family atmosphere. Good service. Excellent deals. Very friendly staff. Outside area for al fresco dining or simply drinking in the sunshine,English Restaurant,
